513,1339
513,4508
513,4715
513,506
513,539
513,9551
513,7386
513,4701
513,9296
513,1537
513,10632
513,4702
513,4695
513,84701
513,100526740
4713,1537
4713,4540
4713,4537
4713,4701
4713,7386
4713,4709
4713,9551
4713,4694
4713,51103
4713,4536
4713,4539
4713,440567
4713,4695
4713,4535
4713,4702
4713,4538
4713,10632
4713,267020
4713,1329
4713,4710
4713,513
4713,100532726
4713,4715
4713,1339
4713,4541
26517,51287
26517,400916
26517,56993
26517,26519
26517,1678
26517,56942
26517,10063
26517,90639
26517,100287932
997,51465
997,9978
997,9040
997,7320
997,54926
4282,7852
4282,3579
4282,137362
5008,4312
5008,3976
5008,1489
5008,3552
5008,3586
5008,51561
5008,3929
5008,4318
6948,867
56993,100287932
56993,29928
56993,100188893
56993,387990
56993,506
56993,26519
56993,1537
56993,26517
56993,65018
56993,1678
56993,10469
56993,9868
638,597
638,3309
23551,57124
9978,10324
9978,55958
9978,7311
9978,339745
9978,4855
9978,54926
9978,997
9978,51138
9978,9040
9978,7428
84844,24148
84844,7737
84844,51691
84844,27339
84844,11193
84844,51639
84844,4236
84844,6626
84844,27258
84844,83443
84844,988
84844,55234
6617,6621
1511,4312
1511,4353
1511,4318
1511,183
1511,3483
5283,100996939
5283,84992
10598,11140
9517,171546
9517,165679
7443,23592
7443,8815
10544,56942
10544,5197
10544,5196
10544,2149
10544,3383
10544,7056
81027,402
81027,79643
81027,27243
81027,128866
81027,112714
81027,92421
81027,25978
81027,150465
81027,347688
6725,5753
343637,7311
128674,84432
128674,60675
6640,859
5020,552
5020,1392
5020,7200
128866,25978
128866,57132
128866,11345
128866,81027
128866,92421
128866,112714
128866,440738
128866,347688
128866,155382
128866,1068
128866,3043
128866,100526767
128866,7280
128866,84313
128866,10383
128866,27243
128866,79720
128866,79643
128866,10226
3929,5008
3929,4312
3929,23643
3929,4318
3929,3586
3929,51561
3929,3976
140679,6572
140679,6844
140679,57084
412,1581
412,9420
412,100861540
412,1586
412,1544
2986,2979
6102,403
4913,27301
23594,4999
23594,23649
23594,4175
23594,81620
23594,10926
23568,402
6367,3592
6367,7124
6367,1437
6367,6352
6367,3627
6367,414062
6367,1233
6367,3596
6367,2919
6367,3593
6367,3976
6367,6348
6367,6351
6367,3552
6367,3586
6367,2920
6367,6347
50855,7043
50855,8322
50855,64398
50855,2535
50855,8324
50855,6093
50855,8325
50855,2151
50855,8321
50855,84612
50855,57154
50855,7855
4324,4326
4832,79077
4832,4830
56942,26517
56942,1678
56942,90639
56942,400916
56942,10063
56942,51287
56942,10544
26063,390916
26063,23417
26063,847
26063,122970
26063,23600
26063,1610
26063,1891
26063,54363
26063,189
11339,9833
11339,54069
55824,3118
55824,3120
55824,1839
55824,3127
55824,4067
55824,2069
55824,3113
55824,2549
8767,356
8767,84433
8767,4804
8767,8772
8767,329
8767,55859
8767,8517
8767,4803
27121,4040
27121,7479
27121,89780
27121,2535
27121,27123
27121,8321
9694,10328
9694,93380
9694,83460
10671,1767
10671,10120
10671,2288
56915,55272
56915,9136
56915,79050
56915,56902
56915,54512
56915,118460
56915,2091
56915,57050
56915,9724
56915,57647
56915,88745
56915,5822
56915,51202
56915,9790
56915,10199
56915,27340
56915,11056
1891,26063
1891,390916
1891,23600
1891,54363
1891,122970
1891,1610
1891,847
1891,189
1891,23417
92960,8800
10535,2237
268,6662
56729,3952
2091,57050
2091,9724
2091,9136
2091,55272
2091,6193
2091,79050
2091,56902
2091,22803
2091,26574
2091,6217
2091,23246
2091,6234
2091,6223
2091,57647
2091,55226
2091,5822
2091,9790
2091,102724159
2091,6205
2091,55651
2091,56915
2091,79159
2091,6207
2091,51154
2091,55131
2091,23212
2091,55505
2091,27340
2091,708
2091,3692
2091,10199
10148,9466
10148,3592
10148,246778
5438,6827
5438,404672
5438,5437
5438,9646
5438,79871
5438,5441
5438,246721
5438,25920
5438,548644
5438,2961
5438,246721
10226,4074
10226,79643
10226,27243
10226,128866
10226,79720
10226,155382
10226,5565
10226,92421
10226,25978
11140,65018
11140,10598
11140,4893
11140,1839
11140,2069
1777,81567
26330,112694756
26330,5232
5444,4353
5444,3931
221830,8341
221830,255626
221830,55766
221830,8970
221830,8331
221830,3013
221830,54145
221830,3018
221830,8338
221830,8334
221830,3017
221830,8345
221830,8342
221830,5441
221830,8348
221830,3014
221830,474382
221830,8340
221830,5437
221830,85236
64111,64106
64111,8620
23554,8322
8976,2549
8976,4690
8976,55845
8976,1949
8976,51517
8976,5881
8976,1947
55131,54984
55131,55003
55131,27340
55131,10199
55131,692312
55131,11056
55131,51154
55131,23212
55131,79159
55131,9790
55131,88745
55131,57647
55131,55226
55131,51236
55131,5822
55131,26574
55131,23246
55131,51202
55131,7150
55131,55272
55131,9136
55131,79050
55131,51018
55131,9724
55131,57050
55131,6838
55131,2091
5054,4092
5054,3690
51024,5194
51024,8800
51024,65018
51024,225
93408,4636
93408,58498
64983,29088
64983,78988
64983,54948
64983,64965
64983,9553
64983,51258
64983,54534
64983,116541
64983,740
64983,107987373
64983,84311
64983,63875
64983,6222
64983,65080
64983,64976
64983,26589
64983,116540
64983,64928
64983,28998
64983,64968
64983,6182
64983,64981
64983,115416
64983,55173
64983,63931
64983,64975
64983,90480
64983,11222
64983,55052
58498,4636
58498,93408
10652,6844
10652,8775
10652,2069
10652,83452
10652,9554
727,728
727,719
727,720
727,721
727,1370
727,1991
727,629
6013,10022
6013,117579
6013,3640
6013,122042
4353,4513
4353,10
4353,5444
4353,1991
4353,1511
8288,6037
1411,1409
1411,1410
6827,5441
6827,9646
6827,5437
6827,25920
6827,5438
30851,8825
5216,375189
51655,64746
708,11331
708,3848
708,2091
6347,729230
6347,3593
6347,4283
6347,3976
6347,1230
6347,6351
6347,3552
6347,3725
6347,6352
6347,7852
6347,3579
6347,3592
6347,2833
6347,6348
6347,6367
6347,3586
6347,2920
6347,3596
6347,2919
6347,1437
6347,3627
6347,414062
6347,7124
6346,1237
6357,1230
6357,729230
786,27092
786,59284
786,10369
786,59283
786,10368
1949,4893
1949,2041
1949,2049
1949,4318
1949,1398
1949,8976
1949,1947
1949,6237
5957,6010
5957,5949
5957,131890
5957,6011
3381,632
3381,3690
5197,3627
5197,4283
5197,10544
5197,2833
3558,1437
3558,7124
3558,8651
3558,867
3558,3667
3558,3586
3558,4893
3558,9021
3558,3458
3558,3439
3558,5290
3558,3725
3558,8660
3558,3562
23220,1840
23220,55851
81622,51284
81622,54106
83480,142940
595,221613
595,8348
595,3726
595,6657
595,474382
595,85236
595,3725
595,8338
595,1870
595,27287
595,8345
595,1032
595,4067
595,3013
595,7832
595,122706
595,5704
595,5698
595,85235
595,1874
595,8341
595,8970
595,55766
595,1052
595,3014
595,8340
595,10538
595,8334
595,5689
595,7979
595,5691
595,8342
595,3017
595,5702
595,54145
595,3642
595,3018
595,255626
595,3169
595,894
595,8331
27339,55100
27339,84844
27339,91603
27339,83443
27339,51645
27339,54883
27339,100534599
27339,51639
27339,7737
27339,9939
27339,10286
27339,1791
27339,6626
27339,988
27339,10189
374378,4586
374378,10071
374378,394263
374378,56667
4250,10647
1610,122970
1610,23600
1610,390916
1610,27232
1610,26063
1610,189
1610,847
1610,23417
1610,54363
1610,1891
9761,5589
51561,4312
51561,3586
51561,3976
51561,3593
51561,9021
51561,5008
51561,5290
51561,4318
51561,3929
4617,4656
2251,4893
2251,6385
10566,84075
10566,53340
397,5881
397,3725
3458,3558
3458,2833
3458,3586
3458,867
3458,7124
3458,8651
3458,4214
3458,3725
3458,2119
3458,4296
3458,5290
51258,54534
51258,63931
51258,116541
51258,64983
51258,63875
51258,64432
51258,65080
51258,11222
51258,55052
51258,90480
51258,64975
51258,84311
51258,740
51258,28998
51258,26589
51258,78988
51258,64928
51258,116540
51258,29088
51258,64976
51258,64981
51258,9553
51258,6182
51258,54948
339,27350
339,403314
339,10930
1337,7386
1337,1537
1337,4519
1337,4512
1337,1351
1337,440567
1337,4513
1337,84701
1337,1329
1337,4514
1337,54205
8683,9939
8683,10929
8683,10189
25842,8370
25842,8354
25842,8356
25842,8350
25842,8359
25842,8352
25842,554313
25842,8365
25842,8357
25842,8364
25842,8360
25842,8351
25842,8208
25842,121504
25842,8361
25842,8353
25842,333932
25842,8362
25842,8358
25842,8968
25842,8366
25842,8355
25842,8363
25842,126961
25842,440686
25842,8367
25842,653604
25842,8294
25842,8368
80329,22914
2178,8553
2178,3280
2178,2188
2178,5883
11329,92597
6206,100529097
6206,6170
6206,6166
6206,8894
6206,6193
6206,56902
6206,6217
6206,6234
6206,6223
6206,83732
6206,3039
6206,100529239
6206,5704
6206,6205
6206,140801
6206,6222
6206,6207
6206,7311
6206,6181
6206,84946
6206,51121
2979,3000
2979,2986
1839,5290
1839,1903
1839,4318
1839,11140
1839,3976
1839,4316
1839,4893
1839,5291
1839,1489
1839,55824
3003,4477
3003,3001
9421,9464
9421,64100
3593,5290
3593,6347
3593,6351
3593,8651
3593,3586
3593,2920
3593,9021
3593,3592
3593,51561
3593,6367
3593,6348
3593,414062
3593,6352
3593,3627
3593,2919
3593,3976
3593,1437
3593,3596
5917,3725
5917,1382
56920,91584
5948,50700
5948,9249
5948,5406
3280,4855
3280,5883
3280,4854
3280,50674
3280,8553
3280,2178
3280,8850
3280,256297
3280,2188
9136,10248
9136,10199
9136,54913
9136,55003
9136,27340
9136,55505
9136,345630
9136,23212
9136,55131
9136,51154
9136,11056
9136,6207
9136,79159
9136,56915
9136,55651
9136,102724159
9136,6205
9136,64216
9136,64434
9136,9790
9136,5822
9136,55226
9136,57647
9136,88745
9136,51202
9136,6234
9136,6217
9136,23246
9136,26574
9136,51018
9136,22803
9136,79050
9136,56902
9136,6193
9136,55272
9136,2091
9136,57050
9136,9724
9136,92345
10289,8894
150465,81027
150465,112714
150465,347688
150465,7280
150465,10383
51639,84844
51639,4236
51639,27258
51639,83443
51639,90324
51639,51645
51639,24148
51639,27339
33,1376
33,35
33,1892
5967,5968
3488,3483
7475,89780
7475,80326
7475,6423
7475,7479
7475,7483
7475,7476
4999,23594
4999,23649
4999,81620
4999,4175
4999,10926
6697,1719
6697,5593
6697,7166
6697,200895
6697,5805
5997,431704
5997,6004
5997,26575
84618,30833
84618,978
84618,79077
51146,394263
51146,4586
51146,56667
51146,10071
7141,7142
7844,7311
8987,5507
8074,9365
8074,5251
8074,152831
8074,4893
8074,5741
4709,4536
4709,539
4709,4539
4709,4695
4709,4535
4709,4715
4709,4541
4709,4702
4709,4538
4709,1537
4709,4540
4709,4537
4709,4713
4709,4701
4709,7386
4709,4710
4709,9551
4709,4694
4709,51103
23307,23246
23307,23212
145258,1870
97,134526
7043,4092
7043,57154
7043,2817
7043,23645
7043,50855
7043,1490
7043,3725
5507,8987
5507,378884
5507,2998
5507,7311
5507,5509
2834,51052
1843,7538
1843,1848
1843,1844
1843,1846
79646,79717
79646,8876
3641,11172
29880,54344
29880,22845
1958,7166
1958,7425
1958,23237
1958,3725
1958,3726
1958,24138
1958,3727
1958,1961
1958,8851
1958,10379
1958,6722
1958,10221
1958,3430
1958,3133
1958,1051
4801,2194
4801,3622
4801,10654
4801,3309
1846,1848
1846,1843
1846,1844
84057,54145
84057,3014
84057,8348
84057,8340
84057,8290
84057,3018
84057,85236
84057,8341
84057,255626
84057,8970
84057,3017
84057,8342
84057,8345
22914,154064
22914,80329
22914,353091
22914,10666
22914,80328
3375,10268
3375,3952
3375,3630
3375,3651
3764,2697
847,390916
847,26063
847,23417
847,2880
847,122970
847,23600
847,6649
847,2876
847,189
847,54363
847,1891
847,1610
847,257202
847,54205
847,2882
2700,125111
2700,2706
2700,2703
2693,4852
2693,619373
2693,4159
2693,6750
2693,1325
387496,132946
4656,4617
3204,3725
3204,1050
10268,79924
10268,3375
50674,3642
50674,3280
50674,4825
50674,3175
50674,4821
50674,4760
5552,5551
35,116285
35,33
35,1892
35,341392
35,39
35,79611
79365,4783
79365,8553
79365,4654
79365,9572
51209,9367
7130,5806
55509,3725
6626,988
6626,27258
6626,83443
6626,84844
6626,51691
6626,24148
6626,27339
10888,4852
79441,23354
3623,1081
4159,2693
4159,181
5266,126638
5266,23581
5266,1475
6615,144699
6615,3725
27304,90353
10199,11056
10199,55131
10199,55505
10199,345630
10199,10248
10199,54913
10199,27340
10199,64434
10199,9790
10199,55651
10199,6205
10199,102724159
10199,79159
10199,56915
10199,6207
10199,6234
10199,23246
10199,6217
10199,26574
10199,57647
10199,5822
10199,55226
10199,92345
10199,2091
10199,9724
10199,57050
10199,55272
10199,6193
10199,9136
10199,22803
10199,56902
10199,79050
27076,155465
88745,55131
88745,23212
88745,6234
88745,11056
88745,6217
88745,23246
88745,27340
88745,57050
88745,9724
88745,6205
88745,64434
88745,9790
88745,22803
88745,6207
88745,9136
88745,6193
88745,55272
88745,79159
88745,29777
88745,56915
8361,8355
8361,255626
8361,8366
8361,8968
8361,8331
8361,474381
8361,8343
8361,8344
8361,333932
8361,8358
8361,8362
8361,8330
8361,8332
8361,8339
8361,3008
8361,3018
8361,8353
8361,8334
8361,8294
8361,83740
8361,3017
8361,3005
8361,8368
8361,8329
8361,440686
8361,8467
8361,653604
8361,8335
8361,3014
8361,8367
8361,8363
8361,11091
8361,126961
8361,6749
8361,8364
8361,8360
8361,8970
8361,8850
8361,554313
8361,8357
8361,8365
8361,3013
8361,8352
8361,8359
8361,8350
8361,8354
8361,8370
8361,8290
8361,85235
8361,8347
8361,8356
8361,8338
8361,121504
8361,8346
8361,3012
8361,8969
8361,92815
8361,8348
8361,8351
8361,474382
8361,723790
8361,8337
8361,55723
8361,25842
8361,8336
8361,440093
8361,85236
3024,723790
3024,8338
10930,403314
10930,27350
10930,339
2069,55824
2069,11140
2069,10652
2069,4893
2069,10945
10647,4246
10647,4250
4246,10647
9271,56165
5911,7852
6662,4094
6662,3725
6662,268
6662,2254
30833,978
30833,84618
30833,79077
5623,5568
84266,54784
8744,3604
140881,1671
140881,644414
140881,245936
140881,245911
140881,613210
140881,117285
140881,400830
140881,1670
140881,613211
140881,81623
140881,245937
140881,245930
140881,403339
140881,245934
140881,245928
140881,245939
140881,1672
140881,245938
140881,140850
140881,613209
140881,1668
140881,1669
140881,245927
140881,245929
140881,245932
140881,245913
8698,2781
2342,4893
2342,116150
2342,9986
2864,2695
1236,6366
1236,10563
9572,79365
9572,10891
402,23568
402,6905
402,81027
402,10383
402,7280
402,6903
6237,5362
6237,1947
6237,91584
6237,1949
6237,83593
6237,55558
22863,5565
22863,7405
22863,30849
22863,11345
387332,51616
387332,1046
387332,6879
387332,27097
387332,138474
387332,83860
387332,6880
81537,8613
81537,123099
81537,340485
81537,125981
4974,4804
8089,8334
8089,8338
8089,10428
8089,92815
8089,221613
8089,317772
8089,55257
8089,8850
8089,8331
8089,64431
8089,3013
8089,55167
8089,85235
9002,2767
9002,9630
9002,2151
9002,54331
9002,2769
9002,2149
51764,346562
51764,784
2791,784
2791,2790
29802,3543
23753,3309
2847,5367
8484,51083
3976,4312
3976,6352
3976,3592
3976,5008
3976,1839
3976,6347
3976,1270
3976,3552
3976,6351
3976,3593
3976,4318
3976,3929
3976,3627
3976,414062
3976,1437
3976,7124
3976,51561
3976,6367
3976,6348
3976,3586
3976,2920
3976,1489
3976,2919
50833,5726
51691,4236
51691,6626
51691,27258
51691,83443
51691,988
51691,55234
51691,84844
51691,7737
51691,24148
51691,84967
51691,11193
7425,466
7425,429
7425,1958
4189,3309
611,6010
611,10692
54567,54492
54567,55851
54567,3714
54567,4855
54567,28514
54567,4854
51554,6366
51554,10850
51554,6355
4654,4092
4654,79365
4654,8850
4654,3725
4654,114907
4654,3397
7166,6999
7166,1958
7166,6697
7166,5092
7166,200895
7166,1719
482,6247
3169,7031
3169,595
1036,137362
3998,10972
3998,9554
3998,23071
610,348980
610,10021
27175,7283
27175,114791
27175,440145
7283,27175
7283,440145
7283,114791
6217,11056
6217,84946
6217,9790
6217,6205
6217,83732
6217,51202
6217,6223
6217,88745
6217,3039
6217,100529097
6217,6166
6217,6193
6217,79050
6217,6206
6217,6181
6217,51121
6217,10199
6217,27340
6217,100529239
6217,6123
6217,6222
6217,140801
6217,7311
6217,6207
6217,6234
6217,57647
6217,5822
6217,2091
6217,6170
6217,57050
6217,9724
6217,8894
6217,9136
6217,55272
6217,56902
57221,11331
56165,9271
56165,136991
4695,4538
4695,10632
4695,4535
4695,4715
4695,4541
4695,4702
4695,4536
4695,4539
4695,440567
4695,9551
4695,513
4695,4694
4695,51103
4695,267020
4695,7386
4695,1329
4695,4710
4695,4709
4695,4537
4695,4713
4695,4701
4695,1537
4695,4540
3848,708
3848,3849
3848,3858
26290,10071
26290,4586
26290,56667
26290,394263
3741,9196
84891,6657
64981,64976
64981,29088
64981,78988
64981,26589
64981,116540
64981,64928
64981,28998
64981,64968
64981,64965
64981,54948
64981,6182
64981,9553
64981,64983
64981,51258
64981,55173
64981,54534
64981,63931
64981,116541
64981,107987373
64981,740
64981,64975
64981,90480
64981,84311
64981,11222
64981,55052
64981,63875
64981,65080
4142,8620
4142,183
4298,4302
4298,440686
2056,867
2056,9021
2056,2549
2056,4893
2056,4067
2056,3952
2056,3725
2056,8660
59285,10368
59285,27092
59285,59284
59285,784
59285,59283
9518,389400
3727,8061
3727,3726
3727,3725
3727,3050
3727,23237
3727,1958
9253,4854
50632,1812
3050,3725
3050,3046
3050,3047
3050,3043
3050,3727
9040,997
9040,51465
9040,867
9040,9978
9040,54926
9040,7320
83667,245972
83667,9550
83667,8992
83667,64121
83667,90423
83667,9296
83667,10670
117285,613210
117285,400830
117285,613209
117285,1670
117285,1668
117285,613211
117285,1669
117285,245927
117285,81623
117285,245937
117285,245929
117285,245930
117285,245932
117285,403339
117285,245913
117285,245934
117285,245928
117285,245939
117285,1671
117285,644414
117285,1672
117285,245938
117285,245936
117285,140881
117285,140850
117285,245911
10328,84701
10328,93380
10328,83460
10328,9694
51659,23649
51659,4175
51659,81620
64432,10240
64432,64968
64432,64949
64432,64965
64432,51373
64432,54460
64432,55173
64432,51258
64432,118487
64432,63931
64432,65080
84313,92421
84313,57132
84313,25978
84313,100526767
84313,79720
84313,128866
84313,27243
84313,155382
84313,79643
314,220074
5565,22863
5565,92335
5565,30849
5565,31
5565,10891
5565,10670
5565,3952
5565,140735
5565,64121
5565,10226
22856,55454
22856,1464
8431,7124
8431,23741
8431,4513
3337,3310
3337,6782
3337,3306
3337,91582
3337,3281
3337,3309
3337,1410
3337,3304
3337,26353
3337,5481
57050,6205
57050,102724159
57050,9790
57050,64434
57050,6207
57050,56915
57050,79159
57050,23212
57050,55131
57050,11056
57050,27340
57050,10199
57050,345630
57050,84946
57050,9724
57050,2091
57050,56902
57050,79050
57050,22803
57050,55272
57050,6193
57050,9136
57050,51202
57050,26574
57050,23246
57050,6217
57050,6234
57050,55226
57050,5822
57050,88745
57050,57647
3000,343035
3000,2979
29107,10189
29107,56001
6754,6750
56923,129521
4622,4636
4608,81607
84246,1050
84246,2167
84246,9443
84246,3952
84246,55090
84246,23389
84246,9412
84246,90390
694,8208
2167,90390
2167,9412
2167,10891
2167,55090
2167,84246
2167,23389
2167,9443
10894,7424
56154,3018
56154,85236
56154,8340
56154,8290
56154,54145
56154,3014
56154,8348
56154,3017
56154,8342
56154,8345
56154,8970
56154,164153
56154,8341
56154,255626
79820,378807
79820,117144
4064,9450
4064,23643
3656,23643
3656,7096
3656,3552
3656,7097
3656,8517
3656,7311
7428,54583
7428,9978
7428,51588
8553,2188
8553,79365
8553,3280
8553,2178
7252,1081
9363,83452
1828,1041
26519,29928
26519,100287932
26519,56993
26519,51025
26519,26517
26519,1678
26519,90580
6947,867
152831,4893
152831,8074
152831,9965
1840,23220
1840,28514
1840,55851
105375355,7348
60561,9554
60561,9183
112609,4160
112609,4161
112609,4158
55226,5822
55226,57647
55226,9875
55226,26574
55226,79050
55226,56902
55226,55272
55226,9136
55226,2091
55226,57050
55226,9724
55226,10199
55226,27340
55226,345630
55226,55131
55226,11056
55226,55651
55226,102724159
55226,64434
55226,9790
6610,8439
6610,7132
6610,4804
6610,125981
6610,340485
6610,7124
6610,4803
116540,116541
116540,54534
116540,64983
116540,51258
116540,65080
116540,63875
116540,55052
116540,11222
116540,84311
116540,90480
116540,64975
116540,740
116540,28998
116540,64928
116540,26589
116540,78988
116540,29088
116540,64976
116540,64981
116540,9553
116540,10240
116540,6182
116540,54948
27345,157855
27345,3779
27345,5593
27097,138474
27097,387332
27097,83860
27097,6880
27097,6871
27097,51616
27097,10629
27097,6879
27097,8850
27097,112869
27097,117143
3915,3690
3915,1128
65080,29088
65080,9553
65080,51258
65080,84311
65080,28998
65080,26589
65080,64928
65080,51373
65080,64968
65080,63931
65080,115416
65080,64432
65080,64975
65080,90480
65080,78988
65080,64965
65080,54948
65080,54534
65080,116541
65080,63875
65080,107987373
65080,740
65080,116540
65080,64976
65080,64981
65080,6182
65080,64983
65080,55173
65080,11222
65080,55052
80326,7475
80326,7476
80326,89780
80326,7479
80326,7483
1593,1581
1593,10858
1593,1582
1593,9023
1593,9420
1329,1537
1329,4701
1329,7386
1329,9551
1329,1337
1329,440567
1329,4513
1329,84701
1329,4695
1329,4702
1329,4512
1329,10632
1329,1351
1329,4713
1329,84987
1329,267020
1329,4514
1329,513
1329,539
1329,506
1329,4715
1329,54205
1329,1339
64965,63875
64965,65080
64965,6222
64965,740
64965,107987373
64965,118487
64965,54460
64965,116541
64965,6205
64965,9553
64965,10240
64965,64949
64965,54948
64965,29088
64965,11222
64965,55052
64965,55272
64965,6193
64965,64432
64965,64975
64965,64983
64965,55173
64965,63931
64965,64981
64965,64968
64965,51373
64965,6182
64965,26589
64965,28998
64965,64976
51204,54205
83990,7311
83990,10714
83990,9391
83990,57804
11227,10071
11227,4586
11227,394263
11227,56667
9394,2817
9394,221914
9394,6385
9394,2239
5004,5005
4856,2697
6366,2833
6366,1236
6366,7852
6366,51554
10850,2826
10850,51554
83888,2248
7097,3656
7097,8517
7097,728
7097,7852
7097,7124
7097,23643
7097,353376
7097,1536
7097,6036
7097,7096
29088,6182
29088,64968
29088,64981
29088,64976
29088,28998
29088,26589
29088,64928
29088,116540
29088,90480
29088,64975
29088,6193
29088,11222
29088,55052
29088,63931
29088,64983
29088,55173
29088,64965
29088,54948
29088,9553
29088,78988
29088,84311
29088,107987373
29088,740
29088,63875
29088,65080
29088,6222
29088,6205
29088,54534
29088,116541
29088,51258
4316,4312
4316,1839
4316,4803
4316,1991
2230,54205
51103,4713
51103,4710
51103,29078
51103,4715
51103,4537
51103,4701
51103,4540
51103,4694
51103,4709
51103,4536
51103,4538
51103,4695
51103,4535
51103,4702
84171,7092
84171,7093
3832,9833
3832,9133
3832,81930
3832,3833
3832,285643
403,6102
10063,90639
10063,9997
10063,51287
10063,400916
10063,4513
10063,1678
10063,56942
10063,26517
2984,2980
2984,2981
2998,79660
2998,7311
2998,378884
2998,5507
5128,23424
57570,9836
57570,55039
894,1870
894,1032
894,1874
894,595
894,4067
894,5753
5037,8517
5037,3690
4040,7483
4040,7479
4040,5741
4040,6423
4040,7855
4040,7311
4040,8326
4040,89780
4040,27121
4040,2535
4040,27123
4040,7476
4040,8322
4040,3487
4040,8321
4040,50964
4040,8325
4040,8324
4040,1490
9956,2239
9956,6385
9956,221914
9956,2817
4124,83452
4124,4247
4124,27333
4124,4121
27340,26574
27340,6234
27340,23246
27340,6217
27340,88745
27340,57647
27340,55226
27340,5822
27340,9724
27340,57050
27340,2091
27340,9136
27340,6193
27340,55272
27340,22803
27340,79050
27340,11056
27340,55131
27340,345630
27340,10199
27340,9790
27340,6205
27340,102724159
27340,56915
27340,79159
27340,6207
23495,6385
23495,819
23495,115650
64398,84612
64398,8825
64398,50855
10961,2697
384,5009
384,95
10858,9023
10858,51302
10858,1581
10858,1593
10021,610
506,267020
506,518
506,10632
506,292
506,9551
506,245972
506,4508
506,539
506,29928
506,100188893
506,1329
506,4509
506,513
506,9868
506,56993
506,7386
506,9296
506,1537
466,7425
27092,59285
27092,786
27092,10368
27092,784
27092,59284
27092,9495
27092,59283
4092,650
4092,4654
4092,7043
4092,51588
4092,23645
4092,5054
4092,57154
5689,6469
5689,5691
5689,51371
5689,4855
5689,5702
5689,5704
5689,5698
5689,7311
5689,122706
5689,595
23471,6747
6121,158835
23417,39
23417,390916
23417,23600
23417,2194
23417,26063
23417,847
23417,189
23417,31
23417,122970
23417,54363
23417,1891
23417,1610
23071,3998
1459,139341
1459,10809
1459,6015
1459,6749
495,496
54928,9061
2769,382
2769,9002
2769,2767
2769,1903
2769,23566
2769,3577
2769,9630
2769,2781
2769,2149
2769,2357
2769,1906
2769,3579
2769,54331
51588,4092
51588,7428
51588,387082
51588,165918
51588,7311
51588,8517
2549,5290
2549,10818
2549,2056
2549,8976
2549,23566
2549,1398
2549,6093
2549,4803
2549,5291
2549,55824
2549,4690
2549,4909
57084,140679
57084,6572
81930,3832
8424,219
4438,8342
4438,3017
4438,8340
4438,3014
4438,255626
4438,3018
4438,54145
4438,8345
4438,85236
4438,8348
4438,8341
4438,8970
4438,8290
54926,51465
54926,997
54926,9040
54926,9978
54926,7320
2906,4893
2906,2904
2906,116443
7299,137362
27178,8807
27178,5775
3552,3656
3552,7124
3552,1437
3552,3627
3552,414062
3552,4214
3552,3596
3552,2919
3552,6348
3552,6367
3552,3586
3552,2920
3552,5008
3552,6352
3552,3725
3552,3976
3552,6351
3552,6347
8775,6844
8775,10652
8775,9554
80271,253430
9466,246778
9466,10148
55723,333932
55723,8362
55723,4175
